,# year,month,day,cycle,trend,date,value
1047,2013,11,13,396.05,396.44,2013-11-13 12:00:00,396.05
1048,2013,11,14,396.1,396.45,2013-11-14 12:00:00,396.1
1049,2013,11,15,396.16,396.45,2013-11-15 12:00:00,396.16
1050,2013,11,16,396.21,396.46,2013-11-16 12:00:00,396.21
1051,2013,11,17,396.26,396.46,2013-11-17 12:00:00,396.26
1052,2013,11,18,396.31,396.47,2013-11-18 12:00:00,396.31
1053,2013,11,19,396.36,396.47,2013-11-19 12:00:00,396.36
1054,2013,11,20,396.41,396.48,2013-11-20 12:00:00,396.41
1055,2013,11,21,396.46,396.49,2013-11-21 12:00:00,396.46
1056,2013,11,22,396.51,396.49,2013-11-22 12:00:00,396.51
1057,2013,11,23,396.56,396.5,2013-11-23 12:00:00,396.56
1058,2013,11,24,396.6,396.5,2013-11-24 12:00:00,396.6
1059,2013,11,25,396.65,396.51,2013-11-25 12:00:00,396.65
1060,2013,11,26,396.69,396.51,2013-11-26 12:00:00,396.69
1061,2013,11,27,396.74,396.52,2013-11-27 12:00:00,396.74
1062,2013,11,28,396.78,396.52,2013-11-28 12:00:00,396.78
1063,2013,11,29,396.82,396.53,2013-11-29 12:00:00,396.82
1064,2013,11,30,396.86,396.53,2013-11-30 12:00:00,396.86
1065,2013,12,1,396.9,396.54,2013-12-01 12:00:00,396.9
1066,2013,12,2,396.94,396.54,2013-12-02 12:00:00,396.94
1067,2013,12,3,396.98,396.55,2013-12-03 12:00:00,396.98
1068,2013,12,4,397.02,396.56,2013-12-04 12:00:00,397.02
1069,2013,12,5,397.06,396.56,2013-12-05 12:00:00,397.06
1070,2013,12,6,397.09,396.57,2013-12-06 12:00:00,397.09
1071,2013,12,7,397.13,396.57,2013-12-07 12:00:00,397.13
1072,2013,12,8,397.16,396.58,2013-12-08 12:00:00,397.16
1073,2013,12,9,397.19,396.58,2013-12-09 12:00:00,397.19
1074,2013,12,10,397.22,396.59,2013-12-10 12:00:00,397.22
1075,2013,12,11,397.25,396.59,2013-12-11 12:00:00,397.25
1076,2013,12,12,397.28,396.6,2013-12-12 12:00:00,397.28
1077,2013,12,13,397.31,396.6,2013-12-13 12:00:00,397.31
1078,2013,12,14,397.34,396.61,2013-12-14 12:00:00,397.34
1079,2013,12,15,397.37,396.61,2013-12-15 12:00:00,397.37
1080,2013,12,16,397.39,396.62,2013-12-16 12:00:00,397.39
1081,2013,12,17,397.42,396.62,2013-12-17 12:00:00,397.42
1082,2013,12,18,397.44,396.63,2013-12-18 12:00:00,397.44
1083,2013,12,19,397.47,396.63,2013-12-19 12:00:00,397.47
1084,2013,12,20,397.49,396.64,2013-12-20 12:00:00,397.49
1085,2013,12,21,397.51,396.65,2013-12-21 12:00:00,397.51
1086,2013,12,22,397.53,396.65,2013-12-22 12:00:00,397.53
1087,2013,12,23,397.55,396.66,2013-12-23 12:00:00,397.55
1088,2013,12,24,397.57,396.66,2013-12-24 12:00:00,397.57
1089,2013,12,25,397.59,396.67,2013-12-25 12:00:00,397.59
1090,2013,12,26,397.61,396.67,2013-12-26 12:00:00,397.61
1091,2013,12,27,397.62,396.68,2013-12-27 12:00:00,397.62
1092,2013,12,28,397.64,396.68,2013-12-28 12:00:00,397.64
1093,2013,12,29,397.66,396.69,2013-12-29 12:00:00,397.66
1094,2013,12,30,397.67,396.69,2013-12-30 12:00:00,397.67
1095,2013,12,31,397.69,396.7,2013-12-31 12:00:00,397.69
1096,2014,1,1,397.7,396.7,2014-01-01 12:00:00,397.7
1097,2014,1,2,397.71,396.71,2014-01-02 12:00:00,397.71
1098,2014,1,3,397.73,396.71,2014-01-03 12:00:00,397.73
1099,2014,1,4,397.74,396.72,2014-01-04 12:00:00,397.74
1100,2014,1,5,397.75,396.72,2014-01-05 12:00:00,397.75
1101,2014,1,6,397.76,396.73,2014-01-06 12:00:00,397.76
1102,2014,1,7,397.78,396.73,2014-01-07 12:00:00,397.78
1103,2014,1,8,397.79,396.74,2014-01-08 12:00:00,397.79
1104,2014,1,9,397.8,396.74,2014-01-09 12:00:00,397.8
1105,2014,1,10,397.81,396.75,2014-01-10 12:00:00,397.81
1106,2014,1,11,397.82,396.75,2014-01-11 12:00:00,397.82
1107,2014,1,12,397.83,396.76,2014-01-12 12:00:00,397.83
1108,2014,1,13,397.84,396.76,2014-01-13 12:00:00,397.84
1109,2014,1,14,397.85,396.77,2014-01-14 12:00:00,397.85
1110,2014,1,15,397.87,396.77,2014-01-15 12:00:00,397.87
1111,2014,1,16,397.88,396.78,2014-01-16 12:00:00,397.88
1112,2014,1,17,397.89,396.78,2014-01-17 12:00:00,397.89
1113,2014,1,18,397.9,396.79,2014-01-18 12:00:00,397.9
1114,2014,1,19,397.91,396.79,2014-01-19 12:00:00,397.91
1115,2014,1,20,397.92,396.8,2014-01-20 12:00:00,397.92
1116,2014,1,21,397.94,396.81,2014-01-21 12:00:00,397.94
1117,2014,1,22,397.95,396.81,2014-01-22 12:00:00,397.95
1118,2014,1,23,397.96,396.82,2014-01-23 12:00:00,397.96
1119,2014,1,24,397.97,396.82,2014-01-24 12:00:00,397.97
1120,2014,1,25,397.99,396.83,2014-01-25 12:00:00,397.99
1121,2014,1,26,398.0,396.83,2014-01-26 12:00:00,398.0
1122,2014,1,27,398.01,396.84,2014-01-27 12:00:00,398.01
1123,2014,1,28,398.03,396.84,2014-01-28 12:00:00,398.03
1124,2014,1,29,398.04,396.85,2014-01-29 12:00:00,398.04
1125,2014,1,30,398.06,396.85,2014-01-30 12:00:00,398.06
1126,2014,1,31,398.07,396.86,2014-01-31 12:00:00,398.07
1127,2014,2,1,398.09,396.86,2014-02-01 12:00:00,398.09
1128,2014,2,2,398.1,396.87,2014-02-02 12:00:00,398.1
1129,2014,2,3,398.12,396.87,2014-02-03 12:00:00,398.12
1130,2014,2,4,398.13,396.88,2014-02-04 12:00:00,398.13
1131,2014,2,5,398.15,396.88,2014-02-05 12:00:00,398.15
1132,2014,2,6,398.17,396.89,2014-02-06 12:00:00,398.17
1133,2014,2,7,398.19,396.89,2014-02-07 12:00:00,398.19
1134,2014,2,8,398.2,396.9,2014-02-08 12:00:00,398.2
1135,2014,2,9,398.22,396.9,2014-02-09 12:00:00,398.22
1136,2014,2,10,398.24,396.91,2014-02-10 12:00:00,398.24
1137,2014,2,11,398.26,396.91,2014-02-11 12:00:00,398.26
1138,2014,2,12,398.28,396.92,2014-02-12 12:00:00,398.28
1139,2014,2,13,398.29,396.92,2014-02-13 12:00:00,398.29
1140,2014,2,14,398.31,396.93,2014-02-14 12:00:00,398.31
1141,2014,2,15,398.33,396.93,2014-02-15 12:00:00,398.33
1142,2014,2,16,398.35,396.94,2014-02-16 12:00:00,398.35
1143,2014,2,17,398.37,396.94,2014-02-17 12:00:00,398.37
1144,2014,2,18,398.39,396.95,2014-02-18 12:00:00,398.39
1145,2014,2,19,398.41,396.95,2014-02-19 12:00:00,398.41
1146,2014,2,20,398.42,396.96,2014-02-20 12:00:00,398.42
1147,2014,2,21,398.44,396.96,2014-02-21 12:00:00,398.44
1148,2014,2,22,398.46,396.97,2014-02-22 12:00:00,398.46
1149,2014,2,23,398.48,396.97,2014-02-23 12:00:00,398.48
1150,2014,2,24,398.5,396.98,2014-02-24 12:00:00,398.5
1151,2014,2,25,398.51,396.98,2014-02-25 12:00:00,398.51
1152,2014,2,26,398.53,396.99,2014-02-26 12:00:00,398.53
1153,2014,2,27,398.55,396.99,2014-02-27 12:00:00,398.55
1154,2014,2,28,398.57,397.0,2014-02-28 12:00:00,398.57
1155,2014,3,1,398.58,397.0,2014-03-01 12:00:00,398.58
1156,2014,3,2,398.6,397.01,2014-03-02 12:00:00,398.6
1157,2014,3,3,398.62,397.01,2014-03-03 12:00:00,398.62
1158,2014,3,4,398.63,397.02,2014-03-04 12:00:00,398.63
1159,2014,3,5,398.65,397.02,2014-03-05 12:00:00,398.65
1160,2014,3,6,398.66,397.03,2014-03-06 12:00:00,398.66
1161,2014,3,7,398.68,397.03,2014-03-07 12:00:00,398.68
1162,2014,3,8,398.69,397.04,2014-03-08 12:00:00,398.69
1163,2014,3,9,398.71,397.04,2014-03-09 12:00:00,398.71
1164,2014,3,10,398.72,397.05,2014-03-10 12:00:00,398.72
1165,2014,3,11,398.73,397.05,2014-03-11 12:00:00,398.73
1166,2014,3,12,398.75,397.06,2014-03-12 12:00:00,398.75
1167,2014,3,13,398.76,397.06,2014-03-13 12:00:00,398.76
1168,2014,3,14,398.77,397.07,2014-03-14 12:00:00,398.77
1169,2014,3,15,398.78,397.07,2014-03-15 12:00:00,398.78
1170,2014,3,16,398.79,397.08,2014-03-16 12:00:00,398.79
1171,2014,3,17,398.8,397.08,2014-03-17 12:00:00,398.8
1172,2014,3,18,398.81,397.09,2014-03-18 12:00:00,398.81
1173,2014,3,19,398.82,397.09,2014-03-19 12:00:00,398.82
1174,2014,3,20,398.83,397.1,2014-03-20 12:00:00,398.83
1175,2014,3,21,398.84,397.1,2014-03-21 12:00:00,398.84
1176,2014,3,22,398.85,397.11,2014-03-22 12:00:00,398.85
1177,2014,3,23,398.86,397.11,2014-03-23 12:00:00,398.86
1178,2014,3,24,398.87,397.12,2014-03-24 12:00:00,398.87
1179,2014,3,25,398.88,397.12,2014-03-25 12:00:00,398.88
1180,2014,3,26,398.89,397.13,2014-03-26 12:00:00,398.89
1181,2014,3,27,398.9,397.13,2014-03-27 12:00:00,398.9
1182,2014,3,28,398.91,397.13,2014-03-28 12:00:00,398.91
1183,2014,3,29,398.91,397.14,2014-03-29 12:00:00,398.91
1184,2014,3,30,398.92,397.14,2014-03-30 12:00:00,398.92
1185,2014,3,31,398.93,397.15,2014-03-31 12:00:00,398.93
1186,2014,4,1,398.94,397.15,2014-04-01 12:00:00,398.94
1187,2014,4,2,398.95,397.16,2014-04-02 12:00:00,398.95
1188,2014,4,3,398.95,397.16,2014-04-03 12:00:00,398.95
1189,2014,4,4,398.96,397.17,2014-04-04 12:00:00,398.96
1190,2014,4,5,398.97,397.17,2014-04-05 12:00:00,398.97
1191,2014,4,6,398.98,397.18,2014-04-06 12:00:00,398.98
1192,2014,4,7,398.99,397.18,2014-04-07 12:00:00,398.99
1193,2014,4,8,398.99,397.19,2014-04-08 12:00:00,398.99
1194,2014,4,9,399.0,397.19,2014-04-09 12:00:00,399.0
1195,2014,4,10,399.01,397.2,2014-04-10 12:00:00,399.01
1196,2014,4,11,399.02,397.2,2014-04-11 12:00:00,399.02
1197,2014,4,12,399.03,397.21,2014-04-12 12:00:00,399.03
1198,2014,4,13,399.04,397.21,2014-04-13 12:00:00,399.04
1199,2014,4,14,399.05,397.22,2014-04-14 12:00:00,399.05
1200,2014,4,15,399.06,397.22,2014-04-15 12:00:00,399.06
1201,2014,4,16,399.06,397.23,2014-04-16 12:00:00,399.06
1202,2014,4,17,399.07,397.23,2014-04-17 12:00:00,399.07
1203,2014,4,18,399.08,397.24,2014-04-18 12:00:00,399.08
1204,2014,4,19,399.09,397.24,2014-04-19 12:00:00,399.09
1205,2014,4,20,399.1,397.25,2014-04-20 12:00:00,399.1
1206,2014,4,21,399.11,397.25,2014-04-21 12:00:00,399.11
1207,2014,4,22,399.12,397.26,2014-04-22 12:00:00,399.12
1208,2014,4,23,399.13,397.26,2014-04-23 12:00:00,399.13
1209,2014,4,24,399.14,397.27,2014-04-24 12:00:00,399.14
1210,2014,4,25,399.15,397.27,2014-04-25 12:00:00,399.15
1211,2014,4,26,399.16,397.28,2014-04-26 12:00:00,399.16
1212,2014,4,27,399.17,397.28,2014-04-27 12:00:00,399.17
1213,2014,4,28,399.18,397.29,2014-04-28 12:00:00,399.18
1214,2014,4,29,399.19,397.29,2014-04-29 12:00:00,399.19
1215,2014,4,30,399.2,397.3,2014-04-30 12:00:00,399.2
1216,2014,5,1,399.21,397.3,2014-05-01 12:00:00,399.21
1217,2014,5,2,399.22,397.31,2014-05-02 12:00:00,399.22
1218,2014,5,3,399.23,397.31,2014-05-03 12:00:00,399.23
1219,2014,5,4,399.24,397.32,2014-05-04 12:00:00,399.24
1220,2014,5,5,399.25,397.32,2014-05-05 12:00:00,399.25
1221,2014,5,6,399.26,397.33,2014-05-06 12:00:00,399.26
1222,2014,5,7,399.27,397.33,2014-05-07 12:00:00,399.27
1223,2014,5,8,399.27,397.34,2014-05-08 12:00:00,399.27
1224,2014,5,9,399.28,397.34,2014-05-09 12:00:00,399.28
1225,2014,5,10,399.29,397.35,2014-05-10 12:00:00,399.29
1226,2014,5,11,399.29,397.35,2014-05-11 12:00:00,399.29
1227,2014,5,12,399.3,397.36,2014-05-12 12:00:00,399.3
1228,2014,5,13,399.3,397.36,2014-05-13 12:00:00,399.3
1229,2014,5,14,399.31,397.37,2014-05-14 12:00:00,399.31
1230,2014,5,15,399.31,397.37,2014-05-15 12:00:00,399.31
1231,2014,5,16,399.31,397.38,2014-05-16 12:00:00,399.31
1232,2014,5,17,399.31,397.38,2014-05-17 12:00:00,399.31
1233,2014,5,18,399.31,397.39,2014-05-18 12:00:00,399.31
1234,2014,5,19,399.31,397.39,2014-05-19 12:00:00,399.31
1235,2014,5,20,399.31,397.4,2014-05-20 12:00:00,399.31
1236,2014,5,21,399.3,397.4,2014-05-21 12:00:00,399.3
1237,2014,5,22,399.3,397.41,2014-05-22 12:00:00,399.3
1238,2014,5,23,399.29,397.41,2014-05-23 12:00:00,399.29
1239,2014,5,24,399.29,397.42,2014-05-24 12:00:00,399.29
1240,2014,5,25,399.28,397.42,2014-05-25 12:00:00,399.28
1241,2014,5,26,399.27,397.43,2014-05-26 12:00:00,399.27
1242,2014,5,27,399.26,397.43,2014-05-27 12:00:00,399.26
1243,2014,5,28,399.25,397.44,2014-05-28 12:00:00,399.25
1244,2014,5,29,399.23,397.44,2014-05-29 12:00:00,399.23
1245,2014,5,30,399.22,397.45,2014-05-30 12:00:00,399.22
1246,2014,5,31,399.2,397.45,2014-05-31 12:00:00,399.2
1247,2014,6,1,399.18,397.46,2014-06-01 12:00:00,399.18
1248,2014,6,2,399.16,397.46,2014-06-02 12:00:00,399.16
1249,2014,6,3,399.14,397.47,2014-06-03 12:00:00,399.14
1250,2014,6,4,399.12,397.47,2014-06-04 12:00:00,399.12
1251,2014,6,5,399.09,397.48,2014-06-05 12:00:00,399.09
1252,2014,6,6,399.07,397.48,2014-06-06 12:00:00,399.07
1253,2014,6,7,399.04,397.49,2014-06-07 12:00:00,399.04
1254,2014,6,8,399.01,397.49,2014-06-08 12:00:00,399.01
1255,2014,6,9,398.98,397.5,2014-06-09 12:00:00,398.98
1256,2014,6,10,398.94,397.5,2014-06-10 12:00:00,398.94
1257,2014,6,11,398.91,397.51,2014-06-11 12:00:00,398.91
1258,2014,6,12,398.87,397.51,2014-06-12 12:00:00,398.87
1259,2014,6,13,398.83,397.52,2014-06-13 12:00:00,398.83
1260,2014,6,14,398.79,397.52,2014-06-14 12:00:00,398.79
1261,2014,6,15,398.75,397.53,2014-06-15 12:00:00,398.75
1262,2014,6,16,398.71,397.53,2014-06-16 12:00:00,398.71
1263,2014,6,17,398.66,397.54,2014-06-17 12:00:00,398.66
1264,2014,6,18,398.61,397.54,2014-06-18 12:00:00,398.61
1265,2014,6,19,398.56,397.55,2014-06-19 12:00:00,398.56
1266,2014,6,20,398.51,397.55,2014-06-20 12:00:00,398.51
1267,2014,6,21,398.46,397.56,2014-06-21 12:00:00,398.46
1268,2014,6,22,398.41,397.56,2014-06-22 12:00:00,398.41
1269,2014,6,23,398.35,397.57,2014-06-23 12:00:00,398.35
1270,2014,6,24,398.3,397.57,2014-06-24 12:00:00,398.3
1271,2014,6,25,398.24,397.58,2014-06-25 12:00:00,398.24
1272,2014,6,26,398.18,397.58,2014-06-26 12:00:00,398.18
1273,2014,6,27,398.12,397.59,2014-06-27 12:00:00,398.12
1274,2014,6,28,398.05,397.59,2014-06-28 12:00:00,398.05
1275,2014,6,29,397.99,397.6,2014-06-29 12:00:00,397.99
1276,2014,6,30,397.92,397.6,2014-06-30 12:00:00,397.92
1277,2014,7,1,397.85,397.61,2014-07-01 12:00:00,397.85
1278,2014,7,2,397.79,397.61,2014-07-02 12:00:00,397.79
1279,2014,7,3,397.72,397.62,2014-07-03 12:00:00,397.72
1280,2014,7,4,397.65,397.62,2014-07-04 12:00:00,397.65
1281,2014,7,5,397.57,397.63,2014-07-05 12:00:00,397.57
1282,2014,7,6,397.5,397.63,2014-07-06 12:00:00,397.5
1283,2014,7,7,397.43,397.64,2014-07-07 12:00:00,397.43
1284,2014,7,8,397.35,397.64,2014-07-08 12:00:00,397.35
1285,2014,7,9,397.28,397.65,2014-07-09 12:00:00,397.28
1286,2014,7,10,397.2,397.65,2014-07-10 12:00:00,397.2
1287,2014,7,11,397.12,397.66,2014-07-11 12:00:00,397.12
1288,2014,7,12,397.04,397.66,2014-07-12 12:00:00,397.04
1289,2014,7,13,396.97,397.67,2014-07-13 12:00:00,396.97
1290,2014,7,14,396.89,397.67,2014-07-14 12:00:00,396.89
1291,2014,7,15,396.81,397.68,2014-07-15 12:00:00,396.81
1292,2014,7,16,396.73,397.68,2014-07-16 12:00:00,396.73
1293,2014,7,17,396.65,397.69,2014-07-17 12:00:00,396.65
1294,2014,7,18,396.57,397.69,2014-07-18 12:00:00,396.57
1295,2014,7,19,396.49,397.7,2014-07-19 12:00:00,396.49
1296,2014,7,20,396.41,397.7,2014-07-20 12:00:00,396.41
1297,2014,7,21,396.33,397.71,2014-07-21 12:00:00,396.33
1298,2014,7,22,396.25,397.71,2014-07-22 12:00:00,396.25
1299,2014,7,23,396.17,397.72,2014-07-23 12:00:00,396.17
1300,2014,7,24,396.09,397.72,2014-07-24 12:00:00,396.09
1301,2014,7,25,396.01,397.73,2014-07-25 12:00:00,396.01
1302,2014,7,26,395.93,397.73,2014-07-26 12:00:00,395.93
1303,2014,7,27,395.85,397.74,2014-07-27 12:00:00,395.85
1304,2014,7,28,395.77,397.74,2014-07-28 12:00:00,395.77
1305,2014,7,29,395.7,397.75,2014-07-29 12:00:00,395.7
1306,2014,7,30,395.62,397.75,2014-07-30 12:00:00,395.62
1307,2014,7,31,395.54,397.76,2014-07-31 12:00:00,395.54
1308,2014,8,1,395.47,397.76,2014-08-01 12:00:00,395.47
1309,2014,8,2,395.4,397.77,2014-08-02 12:00:00,395.4
1310,2014,8,3,395.33,397.77,2014-08-03 12:00:00,395.33
1311,2014,8,4,395.26,397.78,2014-08-04 12:00:00,395.26
1312,2014,8,5,395.19,397.78,2014-08-05 12:00:00,395.19
1313,2014,8,6,395.12,397.79,2014-08-06 12:00:00,395.12
1314,2014,8,7,395.06,397.79,2014-08-07 12:00:00,395.06
1315,2014,8,8,394.99,397.8,2014-08-08 12:00:00,394.99
1316,2014,8,9,394.93,397.8,2014-08-09 12:00:00,394.93
1317,2014,8,10,394.87,397.81,2014-08-10 12:00:00,394.87
1318,2014,8,11,394.81,397.81,2014-08-11 12:00:00,394.81
1319,2014,8,12,394.75,397.82,2014-08-12 12:00:00,394.75
1320,2014,8,13,394.7,397.82,2014-08-13 12:00:00,394.7
1321,2014,8,14,394.65,397.83,2014-08-14 12:00:00,394.65
1322,2014,8,15,394.6,397.83,2014-08-15 12:00:00,394.6
1323,2014,8,16,394.55,397.84,2014-08-16 12:00:00,394.55
1324,2014,8,17,394.5,397.84,2014-08-17 12:00:00,394.5
1325,2014,8,18,394.46,397.85,2014-08-18 12:00:00,394.46
1326,2014,8,19,394.42,397.85,2014-08-19 12:00:00,394.42
1327,2014,8,20,394.38,397.86,2014-08-20 12:00:00,394.38
1328,2014,8,21,394.34,397.86,2014-08-21 12:00:00,394.34
1329,2014,8,22,394.31,397.87,2014-08-22 12:00:00,394.31
1330,2014,8,23,394.28,397.87,2014-08-23 12:00:00,394.28
1331,2014,8,24,394.25,397.88,2014-08-24 12:00:00,394.25
1332,2014,8,25,394.22,397.88,2014-08-25 12:00:00,394.22
1333,2014,8,26,394.2,397.89,2014-08-26 12:00:00,394.2
1334,2014,8,27,394.18,397.89,2014-08-27 12:00:00,394.18
1335,2014,8,28,394.16,397.9,2014-08-28 12:00:00,394.16
1336,2014,8,29,394.14,397.9,2014-08-29 12:00:00,394.14
1337,2014,8,30,394.13,397.91,2014-08-30 12:00:00,394.13
1338,2014,8,31,394.12,397.91,2014-08-31 12:00:00,394.12
1339,2014,9,1,394.11,397.92,2014-09-01 12:00:00,394.11
1340,2014,9,2,394.11,397.92,2014-09-02 12:00:00,394.11
1341,2014,9,3,394.1,397.93,2014-09-03 12:00:00,394.1
1342,2014,9,4,394.1,397.93,2014-09-04 12:00:00,394.1
1343,2014,9,5,394.1,397.94,2014-09-05 12:00:00,394.1
1344,2014,9,6,394.11,397.94,2014-09-06 12:00:00,394.11
1345,2014,9,7,394.12,397.95,2014-09-07 12:00:00,394.12
1346,2014,9,8,394.13,397.96,2014-09-08 12:00:00,394.13
1347,2014,9,9,394.14,397.96,2014-09-09 12:00:00,394.14
1348,2014,9,10,394.15,397.97,2014-09-10 12:00:00,394.15
1349,2014,9,11,394.17,397.97,2014-09-11 12:00:00,394.17
1350,2014,9,12,394.19,397.98,2014-09-12 12:00:00,394.19
1351,2014,9,13,394.21,397.98,2014-09-13 12:00:00,394.21
1352,2014,9,14,394.24,397.99,2014-09-14 12:00:00,394.24
1353,2014,9,15,394.26,397.99,2014-09-15 12:00:00,394.26
1354,2014,9,16,394.29,398.0,2014-09-16 12:00:00,394.29
1355,2014,9,17,394.32,398.0,2014-09-17 12:00:00,394.32
1356,2014,9,18,394.35,398.01,2014-09-18 12:00:00,394.35
1357,2014,9,19,394.39,398.01,2014-09-19 12:00:00,394.39
1358,2014,9,20,394.43,398.02,2014-09-20 12:00:00,394.43
1359,2014,9,21,394.46,398.02,2014-09-21 12:00:00,394.46
1360,2014,9,22,394.5,398.03,2014-09-22 12:00:00,394.5
1361,2014,9,23,394.55,398.03,2014-09-23 12:00:00,394.55
1362,2014,9,24,394.59,398.04,2014-09-24 12:00:00,394.59
1363,2014,9,25,394.64,398.04,2014-09-25 12:00:00,394.64
1364,2014,9,26,394.69,398.05,2014-09-26 12:00:00,394.69
1365,2014,9,27,394.74,398.05,2014-09-27 12:00:00,394.74
1366,2014,9,28,394.79,398.06,2014-09-28 12:00:00,394.79
1367,2014,9,29,394.84,398.06,2014-09-29 12:00:00,394.84
1368,2014,9,30,394.89,398.07,2014-09-30 12:00:00,394.89
1369,2014,10,1,394.95,398.07,2014-10-01 12:00:00,394.95
1370,2014,10,2,395.01,398.08,2014-10-02 12:00:00,395.01
1371,2014,10,3,395.07,398.08,2014-10-03 12:00:00,395.07
1372,2014,10,4,395.13,398.09,2014-10-04 12:00:00,395.13
1373,2014,10,5,395.19,398.09,2014-10-05 12:00:00,395.19
1374,2014,10,6,395.25,398.1,2014-10-06 12:00:00,395.25
1375,2014,10,7,395.31,398.11,2014-10-07 12:00:00,395.31
1376,2014,10,8,395.38,398.11,2014-10-08 12:00:00,395.38
1377,2014,10,9,395.44,398.12,2014-10-09 12:00:00,395.44
1378,2014,10,10,395.51,398.12,2014-10-10 12:00:00,395.51
1379,2014,10,11,395.58,398.13,2014-10-11 12:00:00,395.58
1380,2014,10,12,395.64,398.13,2014-10-12 12:00:00,395.64
1381,2014,10,13,395.71,398.14,2014-10-13 12:00:00,395.71
1382,2014,10,14,395.78,398.14,2014-10-14 12:00:00,395.78
1383,2014,10,15,395.85,398.15,2014-10-15 12:00:00,395.85
1384,2014,10,16,395.92,398.15,2014-10-16 12:00:00,395.92
1385,2014,10,17,395.99,398.16,2014-10-17 12:00:00,395.99
1386,2014,10,18,396.07,398.16,2014-10-18 12:00:00,396.07
1387,2014,10,19,396.14,398.17,2014-10-19 12:00:00,396.14
1388,2014,10,20,396.21,398.17,2014-10-20 12:00:00,396.21
1389,2014,10,21,396.28,398.18,2014-10-21 12:00:00,396.28
1390,2014,10,22,396.36,398.18,2014-10-22 12:00:00,396.36
1391,2014,10,23,396.43,398.19,2014-10-23 12:00:00,396.43
1392,2014,10,24,396.5,398.19,2014-10-24 12:00:00,396.5
1393,2014,10,25,396.58,398.2,2014-10-25 12:00:00,396.58
1394,2014,10,26,396.65,398.21,2014-10-26 12:00:00,396.65
1395,2014,10,27,396.73,398.21,2014-10-27 12:00:00,396.73
1396,2014,10,28,396.8,398.22,2014-10-28 12:00:00,396.8
1397,2014,10,29,396.87,398.22,2014-10-29 12:00:00,396.87
1398,2014,10,30,396.95,398.23,2014-10-30 12:00:00,396.95
1399,2014,10,31,397.02,398.23,2014-10-31 12:00:00,397.02
1400,2014,11,1,397.09,398.24,2014-11-01 12:00:00,397.09
1401,2014,11,2,397.16,398.24,2014-11-02 12:00:00,397.16
1402,2014,11,3,397.23,398.25,2014-11-03 12:00:00,397.23
1403,2014,11,4,397.31,398.25,2014-11-04 12:00:00,397.31
1404,2014,11,5,397.38,398.26,2014-11-05 12:00:00,397.38
1405,2014,11,6,397.45,398.26,2014-11-06 12:00:00,397.45
1406,2014,11,7,397.51,398.27,2014-11-07 12:00:00,397.51
1407,2014,11,8,397.58,398.27,2014-11-08 12:00:00,397.58
1408,2014,11,9,397.65,398.28,2014-11-09 12:00:00,397.65
1409,2014,11,10,397.72,398.28,2014-11-10 12:00:00,397.72
1410,2014,11,11,397.78,398.29,2014-11-11 12:00:00,397.78
1411,2014,11,12,397.85,398.3,2014-11-12 12:00:00,397.85
1412,2014,11,13,397.91,398.3,2014-11-13 12:00:00,397.91
1413,2014,11,14,397.98,398.31,2014-11-14 12:00:00,397.98
1414,2014,11,15,398.04,398.31,2014-11-15 12:00:00,398.04
1415,2014,11,16,398.1,398.32,2014-11-16 12:00:00,398.1
1416,2014,11,17,398.16,398.32,2014-11-17 12:00:00,398.16
1417,2014,11,18,398.22,398.33,2014-11-18 12:00:00,398.22
1418,2014,11,19,398.27,398.33,2014-11-19 12:00:00,398.27
1419,2014,11,20,398.33,398.34,2014-11-20 12:00:00,398.33
1420,2014,11,21,398.38,398.34,2014-11-21 12:00:00,398.38
1421,2014,11,22,398.44,398.35,2014-11-22 12:00:00,398.44
1422,2014,11,23,398.49,398.35,2014-11-23 12:00:00,398.49
1423,2014,11,24,398.54,398.36,2014-11-24 12:00:00,398.54
1424,2014,11,25,398.59,398.36,2014-11-25 12:00:00,398.59
1425,2014,11,26,398.64,398.37,2014-11-26 12:00:00,398.64
1426,2014,11,27,398.69,398.38,2014-11-27 12:00:00,398.69
1427,2014,11,28,398.73,398.38,2014-11-28 12:00:00,398.73
1428,2014,11,29,398.78,398.39,2014-11-29 12:00:00,398.78
1429,2014,11,30,398.82,398.39,2014-11-30 12:00:00,398.82
1430,2014,12,1,398.86,398.4,2014-12-01 12:00:00,398.86
1431,2014,12,2,398.9,398.4,2014-12-02 12:00:00,398.9
1432,2014,12,3,398.94,398.41,2014-12-03 12:00:00,398.94
1433,2014,12,4,398.98,398.41,2014-12-04 12:00:00,398.98
1434,2014,12,5,399.02,398.42,2014-12-05 12:00:00,399.02
1435,2014,12,6,399.06,398.42,2014-12-06 12:00:00,399.06
1436,2014,12,7,399.09,398.43,2014-12-07 12:00:00,399.09
1437,2014,12,8,399.12,398.43,2014-12-08 12:00:00,399.12
1438,2014,12,9,399.16,398.44,2014-12-09 12:00:00,399.16
1439,2014,12,10,399.19,398.45,2014-12-10 12:00:00,399.19
1440,2014,12,11,399.22,398.45,2014-12-11 12:00:00,399.22
1441,2014,12,12,399.25,398.46,2014-12-12 12:00:00,399.25
1442,2014,12,13,399.28,398.46,2014-12-13 12:00:00,399.28
1443,2014,12,14,399.31,398.47,2014-12-14 12:00:00,399.31
1444,2014,12,15,399.33,398.47,2014-12-15 12:00:00,399.33
1445,2014,12,16,399.36,398.48,2014-12-16 12:00:00,399.36
